start_station_name,total_trips,start_lat,start_lng,postalCode,geometry,zip_code,HVI_Score
1 Ave & E 110 St,2537,40.7923272,-73.9383,10029,POINT (-73.9383 40.7923272),10029,4.0
1 Ave & E 118 St,1948,40.797459,-73.934499,10035,POINT (-73.934499 40.797459),10035,5.0
1 Ave & E 16 St,6733,40.73221853,-73.98165557,10009,POINT (-73.98165557 40.73221853),10009,2.0
1 Ave & E 18 St,7335,40.733812191966315,-73.98054420948029,10009,POINT (-73.98054420948029 40.733812191966315),10009,2.0
1 Ave & E 30 St,5151,40.74144387,-73.97536082,10016,POINT (-73.97536082 40.74144387),10016,2.0
1 Ave & E 38 St,8764,40.746202,-73.971822,10016,POINT (-73.971822 40.746202),10016,2.0
1 Ave & E 39 St,2426,40.74714,-73.97113,10016,POINT (-73.97113 40.74714),10016,2.0
1 Ave & E 6 St,7124,40.72633085971696,-73.98616880178452,10003,POINT (-73.98616880178452 40.72633085971696),10003,2.0
1 Ave & E 62 St,7389,40.7612274,-73.96094022,10065,POINT (-73.96094022 40.7612274),10065,1.0
1 Ave & E 68 St,9865,40.76500525,-73.95818491,10065,POINT (-73.95818491 40.76500525),10065,1.0
1 Ave & E 94 St,2399,40.7817212,-73.94594,10128,POINT (-73.94594 40.7817212),10128,1.0
1 Pl & Clinton St,1999,40.6809591,-73.99905709,11231,POINT (-73.99905709 40.6809591),11231,2.0
1 St & 6 Ave,1803,40.672784,-73.979826,11215,POINT (-73.979826 40.672784),11215,1.0
10 Ave & W 14 St,11108,40.741981599940225,-74.00831580162048,10014,POINT (-74.00831580162048 40.741981599940225),10014,1.0
10 Ave & W 202 St,254,40.861281970750994,-73.921417593956,10034,POINT (-73.921417593956 40.861281970750994),10034,1.0
10 Ave & W 204 St,165,40.862638,-73.92006,10034,POINT (-73.92006 40.862638),10034,1.0
10 Ave & W 207 St,485,40.864632,-73.918598,10034,POINT (-73.918598 40.864632),10034,1.0
10 Ave & W 215 St,238,40.86932465640094,-73.91519755125046,10034,POINT (-73.91519755125046 40.86932465640094),10034,1.0
10 Ave & W 28 St,7301,40.75066386,-74.00176802,10001,POINT (-74.00176802 40.75066386),10001,2.0
10 St & 2 Ave,1446,40.671907,-73.993612,11215,POINT (-73.993612 40.671907),11215,1.0
10 St & 4 Ave,2259,40.66967356370341,-73.98898908183764,11215,POINT (-73.98898908183764 40.66967356370341),11215,1.0
10 St & 5 Ave,2032,40.6686273,-73.98700053,11215,POINT (-73.98700053 40.6686273),11215,1.0
10 St & 7 Ave,3639,40.6662078,-73.98199886,11215,POINT (-73.98199886 40.6662078),11215,1.0
100 St & 37 Ave,196,40.75243,-73.86717,11368,POINT (-73.86717 40.75243),11368,4.0
100 St & Humphreys St,91,40.76574,-73.87012,11369,POINT (-73.87012 40.76574),11369,4.0
100 St & Lewis Ave,168,40.73988,-73.86012,11368,POINT (-73.86012 40.73988),11368,4.0
100 St & Northern Blvd,199,40.75748,-73.86843,11369,POINT (-73.86843 40.75748),11369,4.0
102 St & 34 Ave,273,40.75584,-73.86621,11368,POINT (-73.86621 40.75584),11368,4.0
103 St & 41 Ave,280,40.74875,-73.86285,11368,POINT (-73.86285 40.74875),11368,4.0
103 St & Martense Ave,293,40.74046,-73.8565,11368,POINT (-73.8565 40.74046),11368,4.0
104 St & 32 Ave,302,40.75951,-73.86491,11369,POINT (-73.86491 40.75951),11369,4.0
104 St & 38 Ave,276,40.75138,-73.86242,11368,POINT (-73.86242 40.75138),11368,4.0
104 St & Northern Blvd,252,40.75755,-73.86454,11368,POINT (-73.86454 40.75755),11368,4.0
107 St & 32 Ave,146,40.75996,-73.86224,11369,POINT (-73.86224 40.75996),11369,4.0
108 St & 39 Ave,248,40.75165,-73.85915,11368,POINT (-73.85915 40.75165),11368,4.0
11 Ave & Prospect Ave,1389,40.65629,-73.977335,11215,POINT (-73.977335 40.65629),11215,1.0
11 Ave & W 27 St,8285,40.751396,-74.005226,10001,POINT (-74.005226 40.751396),10001,2.0
11 Ave & W 41 St,13918,40.76030096,-73.99884222,10036,POINT (-73.99884222 40.76030096),10036,2.0
11 Ave & W 59 St,6225,40.77149671054441,-73.99046033620834,10019,POINT (-73.99046033620834 40.77149671054441),10019,2.0
11 St & 43 Ave,454,40.7519071,-73.9479119,11101,POINT (-73.9479119 40.7519071),11101,4.0
11 St & 44 Rd,1274,40.749207,-73.949373,11101,POINT (-73.949373 40.749207),11101,4.0
111 St & 37 Ave,184,40.75397,-73.85748,11368,POINT (-73.85748 40.75397),11368,4.0
111 St & 49 Ave,581,40.74612,-73.85272,11368,POINT (-73.85272 40.74612),11368,4.0
111 St & 53 Ave,298,40.74336,-73.85129,11368,POINT (-73.85129 40.74336),11368,4.0
111 St & Roosevelt Ave,159,40.75147,-73.8557,11368,POINT (-73.8557 40.75147),11368,4.0
112 St & Northern Blvd,214,40.75788,-73.85763,11368,POINT (-73.85763 40.75788),11368,4.0
114 St & 39 Ave,186,40.7532,-73.853,11368,POINT (-73.853 40.7532),11368,4.0
12 Ave & 36 St,466,40.643546,-73.986418,11218,POINT (-73.986418 40.643546),11218,3.0
12 Ave & W 125 St,2357,40.818299,-73.960405,10027,POINT (-73.960405 40.818299),10027,4.0
12 Ave & W 40 St,12527,40.76087502,-74.00277668,10019,POINT (-74.00277668 40.76087502),10019,2.0
12 St & 4 Ave,1202,40.668603,-73.9904394,11215,POINT (-73.9904394 40.668603),11215,1.0
14 St & 5 Ave,3066,40.666287,-73.98895053,11215,POINT (-73.98895053 40.666287),11215,1.0
14 St & 7 Ave,3013,40.663779,-73.98396846,11215,POINT (-73.98396846 40.663779),11215,1.0
16 St & 4 Ave,1105,40.666197,-73.992466,11215,POINT (-73.992466 40.666197),11215,1.0
17 St & 5 Ave,1874,40.663493,-73.991007,11215,POINT (-73.991007 40.663493),11215,1.0
18 St & 27 Ave,1447,40.772768286288304,-73.92743647098541,11102,POINT (-73.92743647098541 40.772768286288304),11102,3.0
19 St & 24 Ave,1563,40.7774552,-73.9225403,11105,POINT (-73.9225403 40.7774552),11105,3.0
19 St & 8 Ave,368,40.658489,-73.985543,11215,POINT (-73.985543 40.658489),11215,1.0
2 Ave & 32 St,140,40.659176,-74.006584,11232,POINT (-74.006584 40.659176),11232,4.0
2 Ave & 36 St,469,40.65708866668485,-74.00870203971863,11232,POINT (-74.00870203971863 40.65708866668485),11232,4.0
2 Ave & 37 St,415,40.65624,-74.00933,11232,POINT (-74.00933 40.65624),11232,4.0
2 Ave & E 122 St,977,40.8006721,-73.9349,10035,POINT (-73.9349 40.8006721),10035,5.0
2 Ave & E 125 St,1525,40.802554,-73.933509,10035,POINT (-73.933509 40.802554),10035,5.0
2 Ave & E 29 St,7458,40.741723510974715,-73.97809267044067,10016,POINT (-73.97809267044067 40.741723510974715),10016,2.0
2 Ave & E 31 St,6453,40.74299,-73.97711,10016,POINT (-73.97711 40.74299),10016,2.0
2 Ave & E 72 St,7046,40.7687620293096,-73.95840793848038,10021,POINT (-73.95840793848038 40.7687620293096),10021,2.0
2 Ave & E 96 St,3746,40.7839636,-73.9471673,10128,POINT (-73.9471673 40.7839636),10128,1.0
2 Ave & E 99 St,1344,40.7862586,-73.94552579,10029,POINT (-73.94552579 40.7862586),10029,4.0
20 Ave & 31 St,472,40.78001336610564,-73.90667617321014,11105,POINT (-73.90667617321014 40.78001336610564),11105,3.0
20 Ave & 38 St,879,40.777112,-73.902382,11105,POINT (-73.902382 40.777112),11105,3.0
20 Ave & 42 St,382,40.775415,-73.900063,11105,POINT (-73.900063 40.775415),11105,3.0
20 Ave & 48 St,248,40.772899,-73.896849,11105,POINT (-73.896849 40.772899),11105,3.0
20 Ave & Shore Blvd,166,40.785994,-73.915098,11105,POINT (-73.915098 40.785994),11105,3.0
21 Ave & 80 St,296,40.770888,-73.889914,11370,POINT (-73.889914 40.770888),11370,3.0
21 Ave & Crescent St,1469,40.780478,-73.912212,11105,POINT (-73.912212 40.780478),11105,3.0
21 Ave & Shore Blvd,649,40.783956,-73.916894,11105,POINT (-73.916894 40.783956),11105,3.0
21 St & 21 Ave,1059,40.782465,-73.914527,11105,POINT (-73.914527 40.782465),11105,3.0
21 St & 23 Ave,648,40.778557,-73.919046,11105,POINT (-73.919046 40.778557),11105,3.0
21 St & 31 Dr,1366,40.7659,-73.930819,11106,POINT (-73.930819 40.7659),11106,3.0
21 St & 36 Ave,636,40.7601853,-73.9362726,11106,POINT (-73.9362726 40.7601853),11106,3.0
21 St & 38 Ave,456,40.7576314,-73.9391224,11101,POINT (-73.9391224 40.7576314),11101,4.0
21 St & 4 Ave,1287,40.662584,-73.995554,11232,POINT (-73.995554 40.662584),11232,4.0
21 St & 43 Ave,1047,40.75052534,-73.94594845,11101,POINT (-73.94594845 40.75052534),11101,4.0
21 St & Hoyt Ave S,1840,40.774645,-73.923706,11102,POINT (-73.923706 40.774645),11102,3.0
21 St & Queens Plaza North,1783,40.75325964,-73.94335788,11101,POINT (-73.94335788 40.75325964),11101,4.0
23 Ave & 27 St,761,40.776165,-73.9153175,11105,POINT (-73.9153175 40.776165),11105,3.0
23 Ave & 31 St,1889,40.77423301703027,-73.91274864321404,11105,POINT (-73.91274864321404 40.77423301703027),11105,3.0
23 Ave & 83 St,204,40.76646,-73.88674,11370,POINT (-73.88674 40.76646),11370,3.0
23 Rd & 31 St,467,40.77336750284339,-73.91382560133934,11105,POINT (-73.91382560133934 40.77336750284339),11105,3.0
23 St & 3 Ave,207,40.662611,-73.998623,11232,POINT (-73.998623 40.662611),11232,4.0
23 St & 31 Ave,1138,40.76663971723091,-73.9286595582962,11106,POINT (-73.9286595582962 40.76663971723091),11106,3.0
24 Ave & 26 St,964,40.774591,-73.918544,11105,POINT (-73.918544 40.774591),11105,3.0
24 Ave & 29 St,1002,40.7729,-73.916142,11105,POINT (-73.916142 40.7729),11105,3.0
24 Ave & 87 St,94,40.7654,-73.88256,11369,POINT (-73.88256 40.7654),11369,4.0
24 Ave & 92 St,117,40.76589,-73.87789,11369,POINT (-73.87789 40.76589),11369,4.0
24 St & 38 Ave,908,40.756351,-73.936515,11101,POINT (-73.936515 40.756351),11101,4.0
24 St & 5 Ave,1018,40.659555,-73.995068,11232,POINT (-73.995068 40.659555),11232,4.0
25 Ave & 41 St,1551,40.767666,-73.910963,11103,POINT (-73.910963 40.767666),11103,3.0
25 Ave & 85 St,217,40.76328,-73.88404,11370,POINT (-73.88404 40.76328),11370,3.0
25 Ave & 96 St,112,40.76447,-73.87369,11369,POINT (-73.87369 40.76447),11369,4.0
26 Ave & 2 St,785,40.77684387,-73.93463418,11102,POINT (-73.93463418 40.77684387),11102,3.0
27 Ave & 3 St,668,40.77485,-73.9342,11102,POINT (-73.9342 40.77485),11102,3.0
27 St & Hunter St,3252,40.7485,-73.941275,11101,POINT (-73.941275 40.7485),11101,4.0
28 Ave & 35 St,1417,40.7671,-73.9169858,11103,POINT (-73.9169858 40.7671),11103,3.0
28 Ave & 44 St,1115,40.76408932350688,-73.91065120697021,11103,POINT (-73.91065120697021 40.76408932350688),11103,3.0
28 St & 36 Ave,1149,40.757186,-73.932719,11106,POINT (-73.932719 40.757186),11106,3.0
28 St & 41 Ave,1064,40.751047,-73.93797,11101,POINT (-73.93797 40.751047),11101,4.0
29 St & 40 Ave,678,40.75217,-73.93588,11101,POINT (-73.93588 40.75217),11101,4.0
29 St & 5 Ave,412,40.656986,-73.998194,11232,POINT (-73.998194 40.656986),11232,4.0
29 St & Skillman Ave,246,40.744831,-73.938411,11101,POINT (-73.938411 40.744831),11101,4.0
3 Ave & 14 St,1000,40.6685455,-73.99333264,11215,POINT (-73.99333264 40.6685455),11215,1.0
3 Ave & 17 St,178,40.666168,-73.995549,11215,POINT (-73.995549 40.666168),11215,1.0
3 Ave & Carroll St,1282,40.677027,-73.9865,11215,POINT (-73.9865 40.677027),11215,1.0
3 Ave & E 100 St,1323,40.7877214,-73.94728331,10029,POINT (-73.94728331 40.7877214),10029,4.0
3 Ave & E 109 St,1233,40.79338,-73.94329,10029,POINT (-73.94329 40.79338),10029,4.0
3 Ave & E 112 St,1073,40.795508,-73.941606,10029,POINT (-73.941606 40.795508),10029,4.0
3 Ave & E 163 St,639,40.823872,-73.908699,10456,POINT (-73.908699 40.823872),10456,5.0
3 Ave & E 169 St,960,40.832678,-73.905158,10456,POINT (-73.905158 40.832678),10456,5.0
3 Ave & E 170 St,683,40.834857,-73.903743,10456,POINT (-73.903743 40.834857),10456,5.0
3 Ave & E 172 St,321,40.839586,-73.900277,10457,POINT (-73.900277 40.839586),10457,5.0
3 Ave & E 174 St,245,40.84224,-73.8985,10457,POINT (-73.8985 40.84224),10457,5.0
3 Ave & E 189 St,708,40.85985,-73.89135,10458,POINT (-73.89135 40.85985),10458,5.0
3 Ave & E 62 St,4796,40.76313,-73.96527,10065,POINT (-73.96527 40.76313),10065,1.0
3 Ave & E 71 St,2967,40.76879,-73.9614,10021,POINT (-73.9614 40.76879),10021,2.0
3 Ave & E 72 St,2666,40.7699426,-73.96060712,10021,POINT (-73.96060712 40.7699426),10021,2.0
3 Ave & E 82 St,4823,40.775744,-73.9563752,10028,POINT (-73.9563752 40.775744),10028,1.0
3 Ave & E Tremont Ave,450,40.84649,-73.89616,10457,POINT (-73.89616 40.84649),10457,5.0
3 Ave & Franklin Ave,585,40.82696,-73.907451,10456,POINT (-73.907451 40.82696),10456,5.0
3 Ave & Schermerhorn St,2862,40.68683208,-73.9796772,11217,POINT (-73.9796772 40.68683208),11217,2.0
3 Ave & Wakeman Pl,323,40.638246,-74.024714,11220,POINT (-74.024714 40.638246),11220,3.0
3 St & 3 Ave,1828,40.6750705,-73.98775226,11215,POINT (-73.98775226 40.6750705),11215,1.0
3 St & 7 Ave,3625,40.6703837,-73.97839676,11215,POINT (-73.97839676 40.6703837),11215,1.0
3 St & Hoyt St,1136,40.6777287,-73.99364123,11231,POINT (-73.99364123 40.6777287),11231,2.0
3 St & Prospect Park West,4624,40.668132,-73.97363831,11215,POINT (-73.97363831 40.668132),11215,1.0
30 Ave & 12 St,690,40.771717105208275,-73.93159255385399,11102,POINT (-73.93159255385399 40.771717105208275),11102,3.0
30 Ave & 21 St,845,40.7703743,-73.9286078,11102,POINT (-73.9286078 40.7703743),11102,3.0
30 Ave & 41 St,1764,40.763422,-73.914142,11103,POINT (-73.914142 40.763422),11103,3.0
30 Ave & 47 St,972,40.761294,-73.909562,11103,POINT (-73.909562 40.761294),11103,3.0
30 Ave & 70 St,386,40.76013,-73.89741,11370,POINT (-73.89741 40.76013),11370,3.0
30 Ave & 80 St,247,40.76109,-73.88838,11370,POINT (-73.88838 40.76109),11370,3.0
30 Ave & 96 St,202,40.76086,-73.87308,11369,POINT (-73.87308 40.76086),11369,4.0
30 St & 4 Ave,650,40.657743,-74.001141,11232,POINT (-74.001141 40.657743),11232,4.0
30 St & 48 Ave,332,40.7413272,-73.937999,11101,POINT (-73.937999 40.7413272),11101,4.0
31 Ave & 103 St,173,40.76134,-73.86666,11369,POINT (-73.86666 40.76134),11369,4.0
31 Ave & 14 St,1160,40.7682,-73.9322662,11106,POINT (-73.9322662 40.7682),11106,3.0
31 Ave & 30 St,1557,40.7647,-73.9240312,11102,POINT (-73.9240312 40.7647),11102,3.0
31 Ave & 34 St,2344,40.763154,-73.920827,11103,POINT (-73.920827 40.763154),11103,3.0
31 Ave & 57 St,457,40.757357,-73.904726,11377,POINT (-73.904726 40.757357),11377,3.0
31 Ave & 61 St,251,40.757525,-73.901614,11377,POINT (-73.901614 40.757525),11377,3.0
31 Ave & 84 St,277,40.75947,-73.88431,11370,POINT (-73.88431 40.75947),11370,3.0
31 Ave & 86 St,259,40.75958,-73.88219,11369,POINT (-73.88219 40.75958),11369,4.0
31 Ave & Crescent St,1630,40.7658346,-73.9265474,11102,POINT (-73.9265474 40.7658346),11102,3.0
31 Ave & Steinway St,2209,40.7611488,-73.9170071,11103,POINT (-73.9170071 40.7611488),11103,3.0
31 Pl & Hunters Point Ave,268,40.74021356884924,-73.93537044525146,11101,POINT (-73.93537044525146 40.74021356884924),11101,4.0
31 St & 21 Ave,676,40.77813,-73.90842,11105,POINT (-73.90842 40.77813),11105,3.0
31 St & Astoria Blvd,1594,40.7699176,-73.9184057,11102,POINT (-73.9184057 40.7699176),11102,3.0
31 St & Broadway,4457,40.76211,-73.92523,11106,POINT (-73.92523 40.76211),11106,3.0
31 St & Ditmars Blvd,3855,40.776168,-73.910485,11105,POINT (-73.910485 40.776168),11105,3.0
31 St & Hoyt Ave N,1276,40.7711528,-73.9170074,11102,POINT (-73.9170074 40.7711528),11102,3.0
31 St & Newtown Ave,3840,40.7675487799971,-73.9209334552288,11102,POINT (-73.9209334552288 40.7675487799971),11102,3.0
31 St & Northern Blvd,1629,40.75186951421875,-73.93349289894103,11101,POINT (-73.93349289894103 40.75186951421875),11101,4.0
31 St & Thomson Ave,420,40.74469738,-73.93540375,11101,POINT (-73.93540375 40.74469738),11101,4.0
32 Ave & 75 St,307,40.75704,-73.8924,11370,POINT (-73.8924 40.75704),11370,3.0
32 Ave & 77 St,227,40.75727,-73.89024,11370,POINT (-73.89024 40.75727),11370,3.0
32 Ave & 81 St,449,40.75763,-73.88682,11370,POINT (-73.88682 40.75763),11370,3.0
32 Ave & 84 St,215,40.75793,-73.88401,11370,POINT (-73.88401 40.75793),11370,3.0
33 St & 47 Ave,351,40.74283,-73.9321,11101,POINT (-73.9321 40.74283),11101,4.0
33 St & Queens Blvd,764,40.7443653191867,-73.93172398209572,11101,POINT (-73.93172398209572 40.7443653191867),11101,4.0
34 Ave & 108 St,254,40.75614,-73.86084,11368,POINT (-73.86084 40.75614),11368,4.0
34 Ave & 113 St,213,40.75696,-73.85612,11368,POINT (-73.85612 40.75696),11368,4.0
34 Ave & 13 St,552,40.7638753,-73.9364848,11106,POINT (-73.9364848 40.7638753),11106,3.0
34 Ave & 21 St,858,40.7628138,-73.9342862,11106,POINT (-73.9342862 40.7628138),11106,3.0
34 Ave & 31 St,126,40.759604471387945,-73.92714411020279,11106,POINT (-73.92714411020279 40.759604471387945),11106,3.0
34 Ave & 38 St,1833,40.756913,-73.921631,11101,POINT (-73.921631 40.756913),11101,4.0
34 Ave & 45 St,755,40.754795,-73.917014,11101,POINT (-73.917014 40.754795),11101,4.0
34 Ave & 48 St,809,40.75388,-73.914952,11101,POINT (-73.914952 40.75388),11101,4.0
34 Ave & 71 St,853,40.75257,-73.89538,11372,POINT (-73.89538 40.75257),11372,3.0
34 Ave & 74 St,1057,40.75297,-73.89236,11372,POINT (-73.89236 40.75297),11372,3.0
34 Ave & 83 St,1286,40.75375,-73.88423,11372,POINT (-73.88423 40.75375),11372,3.0
34 Ave & 89 St,1297,40.75437,-73.87833,11372,POINT (-73.87833 40.75437),11372,3.0
34 Ave & Junction Blvd,617,40.75502,-73.87285,11372,POINT (-73.87285 40.75502),11372,3.0
34 St & 35 Ave,1081,40.7569332,-73.9262231,11106,POINT (-73.9262231 40.7569332),11106,3.0
34 St & 38 Ave,923,40.752443,-73.929737,11101,POINT (-73.929737 40.752443),11101,4.0
34 St & 4 Ave,711,40.655278,-74.003101,11232,POINT (-74.003101 40.655278),11232,4.0
34 St & 48 Ave,170,40.740821207823245,-73.93147185444832,11101,POINT (-73.93147185444832 40.740821207823245),11101,4.0
34 St & 5 Ave,266,40.654098,-74.001131,11232,POINT (-74.001131 40.654098),11232,4.0
34th Ave & Vernon Blvd,1270,40.76535380385866,-73.93986314535141,11106,POINT (-73.93986314535141 40.76535380385866),11106,3.0
35 Ave & 10 St,1325,40.76315481910373,-73.93985509872437,11106,POINT (-73.93985509872437 40.76315481910373),11106,3.0
35 Ave & 37 St,1703,40.7557327,-73.9236611,11101,POINT (-73.9236611 40.7557327),11101,4.0
35 St & 21 Ave,613,40.776745,-73.906558,11105,POINT (-73.906558 40.776745),11105,3.0
35 St & 23 Ave,721,40.77301508291382,-73.91119033098221,11105,POINT (-73.91119033098221 40.77301508291382),11105,3.0
35 St & 30 Ave,2091,40.76547569244953,-73.91811579465866,11103,POINT (-73.91811579465866 40.76547569244953),11103,3.0
35 St & 34 Ave,1337,40.7580583,-73.9242751,11106,POINT (-73.9242751 40.7580583),11106,3.0
35 St & Broadway,1583,40.760339,-73.9222427,11106,POINT (-73.9222427 40.760339),11106,3.0
36 Ave & 10 St,929,40.7614376,-73.9411265,11106,POINT (-73.9411265 40.7614376),11106,3.0
36 Ave & 31 St,2281,40.75651272984955,-73.92957486212252,11106,POINT (-73.92957486212252 40.75651272984955),11106,3.0
36 St & 3 Ave,1239,40.655716,-74.006664,11232,POINT (-74.006664 40.655716),11232,4.0
36 St & 4 Ave,1614,40.654144,-74.00422,11232,POINT (-74.00422 40.654144),11232,4.0
36 St & 47 Ave,212,40.74221834996096,-73.92935156822205,11101,POINT (-73.92935156822205 40.74221834996096),11101,4.0
36 St & Ditmars Blvd,1523,40.774306,-73.908335,11105,POINT (-73.908335 40.774306),11105,3.0
36 St & Hunters Point Ave,196,40.73781699881193,-73.93024072051048,11101,POINT (-73.93024072051048 40.73781699881193),11101,4.0
36 St & Queens Blvd,479,40.74408,-73.92901,11101,POINT (-73.92901 40.74408),11101,4.0
37 Ave & 106 St,208,40.75397,-73.862,11368,POINT (-73.862 40.75397),11368,4.0
37 Ave & 113 St,105,40.75475,-73.8549,11368,POINT (-73.8549 40.75475),11368,4.0
37 Ave & 35 St,773,40.7531106,-73.9279917,11101,POINT (-73.9279917 40.7531106),11101,4.0
37 Ave & 63 St,373,40.74893,-73.89981,11377,POINT (-73.89981 40.74893),11377,3.0
37 St & 24 Ave,841,40.7701477,-73.9120938,11105,POINT (-73.9120938 40.7701477),11105,3.0
38 Ave & 29 St,1230,40.75473,-73.93367,11101,POINT (-73.93367 40.75473),11101,4.0
38 St & 30 Ave,2446,40.764174520197685,-73.91583994030952,11103,POINT (-73.91583994030952 40.764174520197685),11103,3.0
38 St & Northern Blvd,572,40.752372,-73.925384,11101,POINT (-73.925384 40.752372),11101,4.0
39 Ave & 45 St,635,40.74947822183477,-73.91826465725897,11104,POINT (-73.91826465725897 40.74947822183477),11104,3.0
39 Ave & 54 St,242,40.74891,-73.90899,11377,POINT (-73.90899 40.74891),11377,3.0
39 Ave & 56 St,287,40.74838,-73.90699,11377,POINT (-73.90699 40.74838),11377,3.0
39 Ave & 99 St,286,40.74962,-73.86677,11368,POINT (-73.86677 40.74962),11368,4.0
39 Dr & 52 St,789,40.74732,-73.91197,11377,POINT (-73.91197 40.74732),11377,3.0
39 St & 47 Ave,663,40.74215636827728,-73.92662644386292,11101,POINT (-73.92662644386292 40.74215636827728),11101,4.0
39 St & 50 Ave,717,40.73824937345944,-73.92737478017807,11101,POINT (-73.92737478017807 40.73824937345944),11101,4.0
39 St & Queens Blvd,908,40.74431,-73.92601,11104,POINT (-73.92601 40.74431),11104,3.0
4 Ave & 17 St,953,40.665507,-73.993037,11215,POINT (-73.993037 40.665507),11215,1.0
4 Ave & 26 St,721,40.660079,-73.998633,11232,POINT (-73.998633 40.660079),11232,4.0
4 Ave & 3 St,2406,40.673746,-73.985649,11215,POINT (-73.985649 40.673746),11215,1.0
4 Ave & E 12 St,7459,40.732647,-73.99011,10003,POINT (-73.99011 40.732647),10003,2.0
4 Ave & Shore Road Dr,446,40.637033,-74.022141,11220,POINT (-74.022141 40.637033),11220,3.0
40 Ave & 9 St,788,40.75742,-73.945133,11101,POINT (-73.945133 40.75742),11101,4.0
40 Ave & Crescent St,1137,40.7535992020056,-73.93795609474182,11101,POINT (-73.93795609474182 40.7535992020056),11101,4.0
40 St & 3 Ave,201,40.6535,-74.00902,11232,POINT (-74.00902 40.6535),11232,4.0
40 St & Queens Blvd,1504,40.743540273428685,-73.92435193061829,11104,POINT (-73.92435193061829 40.743540273428685),11104,3.0
41 Ave & 67 St,180,40.74446,-73.89764,11377,POINT (-73.89764 40.74446),11377,3.0
41 Ave & 77 St,868,40.74557,-73.8882,11373,POINT (-73.8882 40.74557),11373,3.0
41 Ave & 80 St,431,40.74586,-73.88539,11373,POINT (-73.88539 40.74586),11373,3.0
41 St & 3 Ave,91,40.652512,-74.008906,11232,POINT (-74.008906 40.652512),11232,4.0
41 St & 4 Ave,561,40.651354,-74.007168,11232,POINT (-74.007168 40.651354),11232,4.0
42 Ave & 108 St,98,40.74944,-73.85792,11368,POINT (-73.85792 40.74944),11368,4.0
42 Pl & Northern Blvd,727,40.753091,-73.920603,11101,POINT (-73.920603 40.753091),11101,4.0
42 St & 1 Ave,112,40.654798,-74.014372,11232,POINT (-74.014372 40.654798),11232,4.0
43 Ave & 111 St,125,40.74955,-73.85464,11368,POINT (-73.85464 40.74955),11368,4.0
43 Ave & 40 St,1060,40.74562,-73.92402,11104,POINT (-73.92402 40.74562),11104,3.0
43 Ave & 42 St,1534,40.74534682580983,-73.9219419658184,11104,POINT (-73.9219419658184 40.74534682580983),11104,3.0
43 Ave & 47 St,1048,40.7448062877224,-73.91728967428207,11104,POINT (-73.91728967428207 40.7448062877224),11104,3.0
43 St & 23 Ave,625,40.769673,-73.906018,11105,POINT (-73.906018 40.769673),11105,3.0
43 St & 35 Ave,644,40.754139,-73.919543,11101,POINT (-73.919543 40.754139),11101,4.0
43 St & 37 Ave,184,40.750181,-73.919998,11101,POINT (-73.919998 40.750181),11101,4.0
43 St & 50 Ave,985,40.73787237950538,-73.92264068126678,11377,POINT (-73.92264068126678 40.73787237950538),11377,3.0
43 St & Broadway,1141,40.7577284,-73.9166368,11103,POINT (-73.9166368 40.7577284),11103,3.0
43 St & Skillman Ave,1074,40.74692675687384,-73.9208248257637,11104,POINT (-73.9208248257637 40.74692675687384),11104,3.0
44 Dr & 21 St,3007,40.748036,-73.946705,11101,POINT (-73.946705 40.748036),11101,4.0
44 Dr & Jackson Ave,4540,40.74718234,-73.9432635,11101,POINT (-73.9432635 40.74718234),11101,4.0
44 St & 2 Ave,136,40.652502,-74.013587,11232,POINT (-74.013587 40.652502),11232,4.0
44 St & 3 Ave,196,40.651173,-74.011405,11220,POINT (-74.011405 40.651173),11220,3.0
44 St & 48 Ave,1019,40.73941387498411,-73.92131969332695,11377,POINT (-73.92131969332695 40.73941387498411),11377,3.0
44 St & Greenpoint Ave,1020,40.741119944681465,-73.92103672027588,11377,POINT (-73.92103672027588 40.741119944681465),11377,3.0
45 Ave & 21 St,1281,40.74737075646803,-73.94777297973631,11101,POINT (-73.94777297973631 40.74737075646803),11101,4.0
45 Rd & 11 St,1169,40.74708586,-73.94977234,11101,POINT (-73.94977234 40.74708586),11101,4.0
45 St & 4 Ave,780,40.649145,-74.009486,11220,POINT (-74.009486 40.649145),11220,3.0
46 Ave & 5 St,4363,40.74731,-73.95451,11101,POINT (-73.95451 40.74731),11101,4.0
46 Ave & Junction Blvd,206,40.74399,-73.86781,11373,POINT (-73.86781 40.74399),11373,3.0
46 Rd & 11 St,1189,40.745805,-73.950752,11101,POINT (-73.950752 40.745805),11101,4.0
46 St & 25 Ave,571,40.765753,-73.90676,11103,POINT (-73.90676 40.765753),11103,3.0
46 St & 28 Ave,694,40.763328,-73.908782,11103,POINT (-73.908782 40.763328),11103,3.0
46 St & 30 Rd,670,40.76072,-73.910989,11103,POINT (-73.910989 40.76072),11103,3.0
46 St & 6 Ave,593,40.645921,-74.005708,11220,POINT (-74.005708 40.645921),11220,3.0
46 St & 7 Ave,690,40.644743,-74.003754,11220,POINT (-74.003754 40.644743),11220,3.0
46 St & Queens Blvd,1531,40.74349759836971,-73.91860529780388,11104,POINT (-73.91860529780388 40.74349759836971),11104,3.0
47 Ave & 104 St,86,40.7458,-73.85945,11368,POINT (-73.85945 40.7458),11368,4.0
47 Ave & 109 St,78,40.74713,-73.85502,11368,POINT (-73.85502 40.74713),11368,4.0
